author,text
Poe,"      her masts had gone by the board, she rose, after a minute,"
Poe,"      me, as I have said before, the _attentive_, and are, with the"
Dickens,"“You—you—can’t prove anything against me,” stammered Monks. “I defy you"
Dickens,"When he was rescued by me, then, and lay recovering from sickness in my"
Poe,"      rendered necessary—in these paintings my incipient delirium,"
Poe,      dead!”
Poe,"      ascertained) is so inconceivably great, that its rays would"
Poe,"      this we gave nine hearty cheers, and dropped in the sea a bottle,"
Poe,      billows a thousand times more stupendous than any I have ever
Poe,      thought enabled me to detect their falsities. I have often been
Poe,"      said, and left me without deigning to give a reply. My"
Dickens,The crowd grew light with uncovered heads; and again the shout uprose.
Poe,      strode towards the centre of the room. Here tearing down the
Dickens,"delay. But in no one face—not even among the women, of whom there were"
Poe,      prodigious height.
Poe,"      etaient des sentiments_,” and of Berenice I more seriously"
Dickens,"“I went,” said Mr. Brownlow, after a short pause, “I went, when all was"
Dickens,"demand was made; but it was twice repeated before he seemed to hear it,"
Poe,      confounded to behold in him a figure more emaciated than himself.
Dickens,"to him, at the time, that he could not hear a word. These gradually"
Dickens,"dragging it, if I could, to the very gallows-foot. She was right. He"
Poe,      passion. Men have called me mad; but the question is not yet
Poe,      variation of phrase.
Dickens,"him. There was a will, which your mother destroyed, leaving the secret"
Poe,"      volatile of bodies at a common temperature, will be found to"
Poe,"      himself by the table as he spoke—“it would, please your majesty,"
Dickens,favour; and when the points against him were stated with terrible
Poe,"      strong relish for physical philosophy has, I fear, tinctured my"
Poe,"      by 10, had subsided to an eight or nine—knot breeze, (for a"
Poe,"      point of view than that presented by the petrified forest, near"
Dickens,"would not believe that the girl had destroyed herself, and the child"
Dickens,"that. The few who lingered as they passed, and wondered what the man"
Dickens,"immediately repair to Rome, whither this man had sped for health, and"
Dickens,"room, and, shrugging his shoulders, sat down."
Dickens,"with me to such a place as I may deem most advisable, for the purpose"
Poe,"      however, to lose gas at so early a period of the adventure, and"
Dickens,unquenchable and deadly hatred of all whom they involved—though she
Poe,      time sufficed us to lose sight of the coast. We passed over
Poe,"      remarkably fine, and the view of the subjacent country—a most"
Dickens,"spell, I think, against us; for in spite of all our efforts she"
Dickens,"more and more, as his nature developed itself, and showed the thriving"
Dickens,They seemed never to have heard its tones before.
Dickens,"born, and accidentally encountered by you, when your suspicions were"
Dickens,"out, like angry thunder. It was a peal of joy from the populace"
Dickens,"“Yes, yes,” replied the other. “His dog has been seen lurking about"
Dickens,"coward, liar,—you, who hold your councils with thieves and murderers in"
Dickens,it. Run straight to the room where the light is. Break down the door!”
Dickens,"slipping it beneath his arm-pits, and when the old gentleman"
Dickens,your wife acts under your direction.”
Poe,      believed _que toutes ses dents etaient des idées_. _Des
Dickens,"for the men were conversing in groups, and he feared to be the subject"
Poe,"      if they had been annihilated 20, or 1000 years ago, we might"
Dickens,“Would you like to see the pawnbroker himself?” asked Mr. Grimwig with
Poe,"      thought nothing could defer beyond an hour, as, with every knot"
Dickens,head downwards; but his legs were so precious long that they stuck out
Dickens,"“Toby,” said the boy falling back, as Sikes turned his eyes towards"
Poe,"      “Belay that!” interrupted Tarpaulin, astonished not more at the"
Dickens,"reduced to great indigence and misery, and finally became paupers in"
Dickens,"“I will do my endeavours, sir,” replied Mr. Bumble. “How do you do,"
Dickens,"“No other question,” replied Mr. Brownlow. “If I hoped we could recall"
Dickens,"“When I last heard, he had not been taken, but he will be, or is, by"
Poe,"      Stunned by the shock of the water, I found myself, upon recovery,"
Poe,"      dissipate the dreamy stupor which was stealing over my senses,"
Dickens,"friend, whose strong attachment had taken root in the earth that"
Poe,"      at North, which bore us in the direction of the British Channel."
Poe,"      startling fact for natural philosophers, and must cause them to"
Dickens,“Can’t I be supposed to feel—_I_ as brought him up porochially—when I
Dickens,"At length, when his hands were raw with beating against the heavy door"
Dickens,"Monks drew his breath yet more freely, and looked round with a smile of"
Poe,"      time. Understand, eh?”"
Dickens,"to a destitute condition indeed, who seek a refuge in Jacob’s Island."
Poe,      towards the Atlantic. We soon found ourselves driving out to sea
Poe,"      extent, even, of several hundred pounds; ballast has then to be"
Dickens,"“Have you made up your mind?” asked Mr. Brownlow, in a low voice, of"
Dickens,“Listen then! You!” returned Monks. “His father being taken ill at
Poe,      hope than of the apathy of despair.
Poe,"      green for several months under the water.”—_Murray_, p. 221"
Poe,"      The old porpoise, as I opened the drawing-room door, was sitting"
Dickens,"They left the room, and the door was again locked."
Poe,"      to patronise. This delicate little creature, in the trembling of"
Poe,"      within the grasp of the whirlpool—and amid a roaring, and"
Poe,      whose plebeian appellation has never before this night thwarted
Poe,      unfathomable ocean.
Poe,"      completely. What fools we two are! Mr. Rumgudgeon, the matter"
Dickens,"the door in the roof, a loud shout proclaimed the fact to those in"
Poe,      knees trembled with infirmity; their shoulders were bent double
Poe,"      manoeuvre immediately, in a vastly increased rate of progress;"
Poe,"      stood by the head of my bed, and to throw open far and wide the"
Dickens,"him on his old prophecy concerning Oliver, and to remind him of the"
Dickens,upon them to observe the effect of the slightest featherweight in his
Dickens,"made the voyage. You had left it, months before, and were supposed to"
Poe,"      glorious escutcheons which, in England and elsewhere, are"
Poe,      unaccountable memory of old foreign chronicles and ages long ago.
Poe,      Arnaldii_.
Poe,"      recover his composure, and at length, turning to Legs with great"
Dickens,"The dog too was on the alert in an instant, and ran whining to the"
Dickens,"How Mr. Brownlow went on, from day to day, filling the mind of his"
Poe,"      not perceive the trees or other objects near him, or even a white"
Dickens,"the atmosphere for miles round, and driving clouds of smoke in the"
Dickens,"“How dare you urge me to it, young man?” replied Mr. Brownlow,"
Dickens,"have I heard all this to-night, for I knew it yesterday—only yesterday."
Dickens,was the noise of hoofs rattling on the uneven pavement. The gleam of
Dickens,in with Fagin at the window of his little room. Monks cast a look of
Poe,      down the coast of New Holland. On the fifth day the cold became
Poe,"      rise one hour before you do. Proceeding, in the same direction,"
Poe,"      brain. But as yet my soul had proved true to its vows, and the"
Dickens,"white waistcoat? Ah! he went to heaven last week, in a oak coffin with"
Poe,"      ceased, and the world grew dark before mine eyes, and I stood"
Poe,"      P.S. [By Mr. Ainsworth.] I have little to record, except the fact"
Poe,      confusion ensuing I attributed my escape from the notice of the
Poe,"      upon the pillow, and which purported to criticise and describe"
